drug_id,drug,Ring size,y
22414341,N#Cc1cncc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)n1,18,-95.2188
14728879,NCCCC[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2SC[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,13,19.91617
14728836,NC(=O)[C@@H]1CCCCNc2c(F)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N1,16,17.967
56422442,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O,14,21.10211
14728848,CC[C@H](C)[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(F)c2NCCCC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC1=O,16,12.6287
26665599,CCCCOC(=O)N1CCOCCOCCOCC1,12,10.8023
14728637,NC(=O)[C@@H]1CCCCNc2c(F)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N1,16,7.8746
856281,CCCCNC(=O)N1CCOCCOCCN(C(=O)NCCCC)CCOCC1,15,-7.2176
26659315,C1CCCCCC(=NNc2nn[nH]n2)CCCCC1,12,12.3574
859415,CCCCOC(=O)N1CCOCCOCCN(C(=O)OCCCC)CCOCCOCC1,18,-0.117900000000006
26666259,c1ccc(N2CCOCCOCCOCCOCC2)cc1,15,6.907
26659355,CC(=O)c1ccc2c(c1)OCCOCCOCCOCCO2,15,-3.1996
14728520,NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,19,7.2523
24791139,O=C1COCCOCCOCC(=O)NCCN1,15,14.9562
7977308,CC1CC(C)(C)NCCNC(C)CC(C)(C)NCCN1,14,0.686199999999996
26725081,CC1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1,12,6.79669999999999
24809307,CC(=O)N1CCOCCOCCN(C(C)=O)CCOCC1,15,17.2394
49644900,Nc1ccc(S(=O)(=O)N2CCOCCOCCOCCOCCOCC2)cc1,18,13.2841
848891,CC(CC(C)C(=O)N1CCOCCN(C(=O)C(C)CC(C)C(=O)O)CCOCC1)C(=O)O,12,7.17089999999999
14728953,NC(=O)[C@@H]1CCCCNc2c(I)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N1,16,11.236
17508627,Brc1ccc2c(c1)OCCOCCOCCOCCOCCOCCO2,21,-60.0121
26666668,O=C(NCCC(=O)N1CCOCCOCCOCCOCC1)OCc1ccccc1,15,7.4504
14728830,NCCCC[C@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)c2cc([N+](=O)[O-])cc(I)c2OCC[C@@H](C(N)=O)NC1=O,14,15.1017
14728525,NC(=O)C[C@@H]1NC(=O)CNC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC(C(N)=O)NC1=O,14,7.791
14728747,NC(=O)[C@@H]1CCCNc2c(F)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N1,15,6.4139
56323020,O=C1COc2cc(ccc2[N+](=O)[O-])Oc2ccc(cc2Cl)C(=O)CCCCO1,17,7.7283
26666429,CCOC(=O)CCCC(=O)N1CCOCCOCCOCC1,12,-4.97670000000001
49643823,O=c1ccc2c([nH]1)CCCCCCCCCC2,12,15.564
49648276,COc1cc2c(c(OCC(O)CNC(C)C)c1)C(=O)O[C@@H](C)CCCC(=O)CCC/C=C/2.Cl,14,11.6722
26664932,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc(OC)c4c3Oc3cc5c(cc3O4)CCNC5C2)CCN1C,18,5.9831
49675035,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,14,16.1216
17507202,O=C(CN1CCOCC1)NN=C1CCCCCCCCCCC1,12,6.55059999999999
26666101,COc1ccc(CN2CCOCCOCCOCC2)cc1,12,-21.8282
26657952,C[C@@H]1CC[C@H](O)/C=C/C(=O)O[C@H](C)CC[C@H](O)/C=C/C(=O)O1,16,13.1223
14728955,CC[C@H](C)[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC1=O,14,8.2056
14728954,C[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCCC[C@@H](C(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,16,14.0782
85147149,CCC[C@@H]1CCCC/C=C\CCCC(=O)OCCN1C(=O)OC(C)(C)C,15,15.3885
22414470,CC(=O)[O-].[K+].c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,18,-80.6976
24796766,COC(=O)CCC(=O)N1CCOCCOCCOCC1,12,7.093
26659414,O=C(c1ccccc1)c1ccc2c(c1)OCCOCCOCCO2,12,8.8825
56320897,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,12,9.3198
14728966,NC(=O)CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(=O)NC(CC(=O)O)C(N)=O)NC1=O,15,-7.4709
14724047,CCOC(=O)C(C)CC(C)C(=O)N1CCOCCOCCN(C(=O)C(C)CC(C)C(=O)OCC)CCOCC1,15,5.44599999999999
22413701,c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1OCCOCCOCCO2,27,-11.5233
14727403,S=C1NCCOCCOCCOCCNC(=S)NCCOCCOCCOCCN1,28,15.4988
26657810,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)c2ccccc2NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C1=O,16,5.79819999999999
26662585,CC(=O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,18,-11.8426
17411837,N#CCC(=O)NN=C1CCCCCCCCCCC1,12,13.3864
56422502,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3N(C)CC2)CCN1C,18,-7.97890000000001
14728957,C[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2OCC[C@@H](C(=O)NC(CC(=O)O)C(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,14,16.7074
24841471,CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,18,7.6424
24782145,O=C(NN=C1CCCCCCCCCCC1)c1cccnc1,12,3.22799999999999
49681785,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,24,15.4957
57264286,CCC1C=CC=CC[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C=CC(=O)OC2[C@@H](C)C(CC1)OC1(CC[C@@H](C)C(C[C@H](C)O)O1)[C@@H]2C,26,16.6398
14728923,NC(=O)C(CC(=O)O)NC(=O)[C@@H]1CCCNc2c(I)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1,15,11.5531
47201761,Cc1ccc(S(=O)(=O)N2CCOCCOCCOCCOCCOCC2)cc1,18,3.20219999999999
49674227,COc1cc2c(c(OC)c1)C(=O)OC(C)CCCC(=O)CCCCC2,14,15.294
26667465,CC(C)(C)OC(=O)N1CCOCCOCCN(C(=O)OC(C)(C)C)CCOCCOCC1,18,9.76709999999999
24806866,O=C(OCc1ccccc1)N1CCOCCN(C(=O)OCc2ccccc2)CCOCC1,12,-7.0212
859683,OCCN1CCOCCN(CCO)CCOCC1,12,10.6426
24805834,S=C1NCCOCCNC(=S)NCCOCCOCCN1,19,18.9032
855776,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,24,4.691
14728814,NC(=O)[C@@H]1CCCNc2c(F)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CO)C(=O)NCC(=O)N1,15,9.46059999999999
49648894,COc1cc2c(c(OCC(=O)NC(C)C)c1)C(=O)O[C@@H](C)CCCC(=O)CCCCC2,14,7.8403
24785009,C[N+]1(CC(=O)OC2CCCCCCCCCCC2)CCCC1.[I-],12,0.704699999999995
855934,C1CNCCNCCCNCCNC1,14,9.8358
24806324,S=C1NCCOCCOCCOCCOCCNC(=S)N2CCOCCOCCN1CCOCC2,25,3.88539999999999
26659401,CC(=O)c1ccc2c(c1)OCCOCCOCCO2,12,12.3457
859391,COC(=O)CCCC(=O)N1CCOCCN(C(=O)CCCC(=O)OC)CCOCC1,12,5.7224
14724055,OCCN1CCOCCOCCN(CCO)CCN(CCO)CC1,15,16.7256
57264400,CC[C@H](C)[C@@H]1O[C@@]2(C=CC1C)CC1C[C@@H](CC=C(C)C(O[C@H]3CC(OC)C(O[C@H]4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3CO[C@@H]4C(O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,16,-0.942400000000006
24841464,C[C@@H]1C[C@@H]2O[C@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,14,17.0749
26666098,CCCCOC(=O)N1CCOCCOCCOCCOCC1,15,-6.3396
14724970,NC(=O)CN1CCOCCOCCN(CC(N)=O)CCOCC1,15,2.8391
14728951,CC(C)[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(=O)NC(CC(=O)O)C(N)=O)NC(=O)[C@H](CO)NC1=O,15,-17.3468
14728849,NCCCC[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(F)c2NCCCC[C@@H](C(N)=O)NC(=O)CNC1=O,16,18.5986
16953118,O=C(CN1CCOCCOCCOCC1)Nc1ccccc1,12,6.75779999999999
49648843,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,14,18.9261
14728922,C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(N)=O)NC1=O,15,-10.0226
49670294,O=C(O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,18,-12.4497
26666667,CC(=O)N1CCOCCOCCOCC1,12,10.249
14728775,CC[C@H](C)[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2SC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC1=O,13,-6.25180000000001
3715954,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,14,-46.8575
24806394,CCOC(=O)CCCC(=O)N1CCOCCOCCN(C(=O)CCCC(=O)OCC)CCOCCOCC1,18,13.1135
26725272,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,18,0.351199999999995
56463057,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4cccc(c4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.Cl.O.[Cl-],17,13.0967
14728774,NC(=O)C[C@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(N)=O)NC1=O,15,13.883
26664290,COC(=O)C1C(O)C(C)C(O)C(C)/C=C\C=C(/C)C(=O)Nc2c(C)c(OC(C)=O)c3c(c2O)C(=O)C(C)=C2OCOC(=C23)/C(C)=C/C(C)(O)C(O)C(C)C1O,23,9.053
56422786,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,33,11.9956
14728847,C[C@@H](O)C1NC(=O)[C@H](CCCCN)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(N)=O)NC1=O,15,19.61897
26725090,O=C1CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN1,33,3.0839
14725371,CC(C)(C)OC(=O)N1CCOCCOCCNCCOCCOCC1,18,9.7772
14732483,Cn1nc(CC(=O)NC2CCCCCCCCCCC2)c2ccccc2c1=O,12,6.9152
26666666,COc1ccc(CN2CCOCCOCCOCCOCCOCC2)cc1,18,7.4565
14728928,NC(=O)CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(N)=O)NC1=O,15,7.1726
49647077,C[C@@H]1CCCCCCCCCCC1=O,12,13.2827
24801324,O=C(NCc1ccccn1)C(=O)NN=C1CCCCCCCCCCC1,12,6.1791
49727457,Cc1ccc(S(=O)(=O)NCC(=O)N2CCOCCOCCOCC2)cc1,12,4.02719999999999
14728905,C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC1=O,14,9.61059999999999
24812794,O=[N+]([O-])c1cc2c(cc1[N+](=O)[O-])OCCOCCOCCOCCO2,15,-7.05890000000001
24780161,O=C1COCCOCCOCCOCC(=O)NCCN1,18,13.9545
49648620,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,15,6.281
859578,CCOC(=O)CCC(=O)N1CCOCCN(C(=O)CCC(=O)OCC)CCOCC1,12,16.4527
846813,OCCN1CCOCCN(CCO)CCN(CCO)CC1,12,7.3308
17509965,Brc1ccc(C=Nc2ccc3c(c2)OCCOCCOCCO3)s1,12,-58.3198
26666669,c1ccc(CN2CCOCCOCCOCCOCC2)cc1,15,-6.25630000000001
17508266,O=[N+]([O-])c1ccc(CN2CCOCCOCCOCC2)cc1,12,-20.4878
49674158,C[C@H]1CCCC(=O)CCCCCc2cc(O)cc(O)c2C(=O)O1,14,6.66489999999999
26664774,CSc1cccc(NC(=O)OC2CCCCCCCCCCC2)c1,12,12.7294
14728705,C[C@@H](O)C1NC(=O)[C@H](CCCCN)NC(=O)c2cc([N+](=O)[O-])cc(F)c2NCCCC[C@@H](C(N)=O)NC1=O,16,10.7699
26666568,S=C(NC1CCCCC1)N1CCOCCOCCN(C(=S)NC2CCCCC2)CCOCCOCC1,18,6.9112
26666238,S=C(NC1CCCCC1)N1CCOCCOCCN(C(=S)NC2CCCCC2)CCOCC1,15,12.0659
47193689,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,16,13.79
85147150,C[C@@H]1CCCCCCCCC(=O)OCCN1C(=O)OC(C)(C)C,14,5.9649
22414270,N#Cc1ncc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)nc1C#N,18,-84.8423
22401592,O=C(O[C@@H]1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]([C@@H]2O)[C@H]1O)c1cc(O)c(O)c(O)c1,12,9.4128
49677321,O=C1NC(=O)C2(CCCCCCCCCCC2)N1,12,9.515
17509989,O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCOCCO2,21,-32.4893
49729864,Cc1ccc(S(=O)(=O)NC(C(=O)N2CCOCCOCCOCC2)C(C)C)cc1,12,10.1151
85149167,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C)CC3,18,1.23869999999999
56422115,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,13,14.3799
14728908,NC(=O)[C@@H]1CCCNc2c(I)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N1,15,10.5048
24834252,c1ccc2c(c1)OCCOCCOCCO2,12,13.2176
56463586,C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,12,14.1779
24808782,CC(C)(C)NC(=O)C(=O)NN=C1CCCCCCCCCCC1,12,10.6131
50086576,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,14,13.7536
49674412,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,14,20.57187
14724074,NC(=O)CN1CCOCCOCCOCCOCCOCC1,18,11.9001
24841448,C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@]23C(=O)/C=C/C(=O)[C@@H]1O,13,13.7444
22413699,C1COCCNCCOCCOCCOCCN1,18,6.0739
7976846,NC(=O)CN1CCOCCN(CC(N)=O)CCOCC1,12,19.1495
14725148,Cc1cc(C)c(NC(=O)CN2CCOCCOCCOCCOCC2)c(C)c1,15,0.747399999999995
14728832,CC[C@H](C)[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(F)c2NCCCC[C@@H](C(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,16,7.4272
24806542,CC(C(=O)N1CCOCCOCCOCC1)N1C(=O)c2ccccc2C1=O,12,10.931
24809833,CC(C)C(NC(=O)OCc1ccccc1)C(=O)N1CCOCCOCCOCC1,12,17.2212
24809079,Brc1cc2c(cc1Br)OCCOCCOCCOCCO2,15,-38.2013
14728941,C[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(N)=O)NC1=O,15,10.3941
14728146,CC1C(=O)CCCCCCCCCC2C1(N1CCOCC1)CS2(=O)=O,13,0.764699999999994
17508651,C/C(=N/O)c1ccc2c(c1)OCCOCCOc1cc(/C(C)=N/O)ccc1OCCOCCO2,18,-79.7316
49724775,NC(=O)CC(NC(=O)c1cccc(Br)c1)c1ccc(NC2CCCCCCCCCCC2)c([N+](=O)[O-])c1,12,10.1148
14728962,C[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)c2cc([N+](=O)[O-])cc(I)c2OCC[C@@H](C(=O)NC(CC(=O)O)C(N)=O)NC1=O,14,16.2851
14729662,C1CNCCOCCNCCN1,12,1.8401
26658531,NCCNC[C@@H]1COC2(CCCCCCCCCCC2)O1,12,11.475
26658865,O=C(c1ccccc1)c1ccc2c(c1)OCCOCCOCCOCCO2,15,-22.3747
56463030,CC1=C2N=C(C=C3N=C(C(C)=C4[N-][C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.[C-]#N.[Co+3],15,15.3013
49648472,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O.Cl.O,16,4.85469999999999
